vendor,product,version,cve_number,severity,score,source,cvss_version,cvss_vector,paths,remarks,comments
adobe,bridge,1.6-3,CVE-2020-9558,LOW,3.3,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9559,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9560,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9561,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9562,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9563,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9564,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9565,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9566,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9567,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9568,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9569,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9674,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9675,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2020-9676,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-21065,MEDIUM,6.8,NVD,2,AV:N/AC:M/Au:N/C:P/I:P/A:P,,NewFound,
adobe,bridge,1.6-3,CVE-2021-21066,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-28624,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-35989,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-35990,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-35991,LOW,3.3,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2021-35992,LOW,3.3,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36049,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36059,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36067,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36068,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36069,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36071,LOW,3.3,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36072,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36073,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36074,LOW,3.3,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36075,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36076,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36077,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36078,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-36079,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-39816,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-39817,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-40750,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42533,MEDIUM,6.8,NVD,2,AV:N/AC:M/Au:N/C:P/I:P/A:P,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42719,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42720,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42722,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42724,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42725,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42728,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42729,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42730,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-42733,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-44185,LOW,3.3,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2021-44186,LOW,3.3,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2021-44187,LOW,3.3,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2021-44743,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2021-45051,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2021-45052,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28839,HIGH,9.3,NVD,2,AV:N/AC:M/Au:N/C:C/I:C/A:C,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28840,HIGH,9.3,NVD,2,AV:N/AC:M/Au:N/C:C/I:C/A:C,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28841,HIGH,9.3,NVD,2,AV:N/AC:M/Au:N/C:C/I:C/A:C,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28842,HIGH,9.3,NVD,2,AV:N/AC:M/Au:N/C:C/I:C/A:C,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28843,HIGH,9.3,NVD,2,AV:N/AC:M/Au:N/C:C/I:C/A:C,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28844,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28845,HIGH,9.3,NVD,2,AV:N/AC:M/Au:N/C:C/I:C/A:C,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28846,MEDIUM,6.8,NVD,2,AV:N/AC:M/Au:N/C:P/I:P/A:P,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28847,MEDIUM,6.8,NVD,2,AV:N/AC:M/Au:N/C:P/I:P/A:P,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28848,MEDIUM,6.8,NVD,2,AV:N/AC:M/Au:N/C:P/I:P/A:P,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28849,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2022-28850,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2023-38216,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2023-38217,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2023-44327,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2023-44328,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2023-44329,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2024-34139,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2024-34140,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2024-39386,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
adobe,bridge,1.6-3,CVE-2024-39387,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
adobe,bridge,1.6-3,CVE-2024-41840,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
qodeinteractive,bridge,1.6-3,CVE-2017-13138,MEDIUM,6.1,NVD,3,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,NewFound,
lg,bridge,1.6-3,CVE-2019-20781,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
edwiser,bridge,1.6-3,CVE-2021-4399,HIGH,8.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
zlib,zlib,1.2.11-3,CVE-2018-25032,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
zlib,zlib,1.2.11-3,CVE-2022-37434,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
zlib,zlib,1.2.11-3,CVE-2023-45853,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
cloudflare,zlib,1.2.11-3,CVE-2023-6992,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,libid3tag,0.15.1b-4,CVE-2017-11550,MEDIUM,5.5,NVD,3,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2013-0340,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2019-15903,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2021-45960,HIGH,8.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2021-46143,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-22822,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-22823,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-22824,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-22825,HIGH,8.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-22826,HIGH,8.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-22827,HIGH,8.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-23852,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-23990,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-25235,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-25236,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-25313,MEDIUM,6.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-25314,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-25315,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-40674,HIGH,8.1,NVD,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2022-43680,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2023-52425,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2023-52426,MEDIUM,5.5,NVD,3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2024-45490,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2024-45491,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
libexpat_project,libexpat,2.2.7-1,CVE-2024-45492,CRITICAL,9.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,NewFound,
redhat,kernel,git_gitolite_openwrt__openwrt_broadcom_bcm963xx_5_02L_07_git-tch_bcm5_02L_07patch1_wlan19_1_1p2-1-036bded426297fe68ce5c3d8ab8c6658,CVE-2003-0700,HIGH,7.5,NVD,2,AV:N/AC:L/Au:N/C:P/I:P/A:P,,NewFound,
linux,kernel,git_gitolite_openwrt__openwrt_broadcom_bcm963xx_5_02L_07_git-tch_bcm5_02L_07patch1_wlan19_1_1p2-1-036bded426297fe68ce5c3d8ab8c6658,CVE-2010-0309,MEDIUM,6.8,NVD,2,AV:N/AC:L/Au:S/C:N/I:N/A:C,,NewFound,
libtirpc_project,libtirpc,1.1.4-2,CVE-2021-46828,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,libtirpc,1.1.4-2,CVE-2021-46828,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,libtirpc,1.1.4-2,USN-5538-1,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
es,iperf3,3.7-1,CVE-2023-38403,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,iperf3,3.7-1,CVE-2023-38403,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,iperf3,3.7-1,USN-6431-1,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
unknown,libuv1,1.32.0-1,USN-4548-1,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
unknown,libuv1,1.32.0-1,USN-5007-1,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
unknown,libuv1,1.32.0-1,USN-6666-1,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
f5,nginx,1.16.1-1,CVE-2019-20372,MEDIUM,5.3,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,NewFound,
f5,nginx,1.16.1-1,CVE-2021-23017,HIGH,7.7,NVD,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:L,,NewFound,
f5,nginx,1.16.1-1,CVE-2021-3618,HIGH,7.4,NVD,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,,NewFound,
f5,nginx,1.16.1-1,CVE-2022-41741,HIGH,7.8,NVD,3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,NewFound,
f5,nginx,1.16.1-1,CVE-2022-41742,HIGH,7.1,NVD,3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,,NewFound,
f5,nginx,1.16.1-1,CVE-2023-44487,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,nginx,1.16.1-1,CVE-2021-23017,HIGH,7.7,NVD,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:L,,NewFound,
unknown,nginx,1.16.1-1,CVE-2021-3618,HIGH,7.4,NVD,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,,NewFound,
unknown,nginx,1.16.1-1,CVE-2023-44487,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,nginx,1.16.1-1,CVE-2024-7347,MEDIUM,4.7,NVD,3,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:H,,NewFound,
unknown,nginx,1.16.1-1,USN-4967-1,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
unknown,nginx,1.16.1-1,USN-5371-1,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
unknown,nginx,1.16.1-1,USN-5722-1,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
unknown,nginx,1.16.1-1,USN-7014-1,UNKNOWN,unknown,OSV,unknown,unknown,,NewFound,
